index,noise_k,label,pred_origin,pred_my,pred_random,pred_lz,is_equal_my,is_equal_random,is_equal_lz
39-1,18,crocodile,sloth_bear,fox_squirrel,sloth_bear,fox_squirrel,False,True,False
39-2,18,skunk,Bedlington_terrier,Bedlington_terrier,Bedlington_terrier,Bedlington_terrier,True,True,True
39-3,18,possum,squirrel_monkey,squirrel_monkey,lesser_panda,squirrel_monkey,True,False,True
39-4,18,lizard,common_newt,common_newt,common_newt,common_newt,True,True,True
39-5,18,mountain,dugong,dugong,dugong,dugong,True,True,True
39-6,18,cup,barometer,barometer,barometer,barometer,True,True,True
39-7,18,cloud,velvet,velvet,nematode,velvet,True,False,True
39-8,18,chimpanzee,chimpanzee,chimpanzee,chimpanzee,langur,True,True,False
39-9,18,shark,dugong,dugong,dugong,dugong,True,True,True
39-10,18,woman,macaque,macaque,macaque,macaque,True,True,True
39-11,18,trout,Dandie_Dinmont,Dandie_Dinmont,Dandie_Dinmont,Dandie_Dinmont,True,True,True
39-12,18,lion,lion,lion,lion,lion,True,True,True
39-13,18,crocodile,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
39-14,18,rose,hot_pot,hot_pot,hot_pot,hot_pot,True,True,True
39-15,18,orchid,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,True,True,True
39-16,18,oak_tree,pedestal,pedestal,pedestal,pedestal,True,True,True
39-17,18,shrew,platypus,platypus,platypus,platypus,True,True,True
39-18,18,wardrobe,barrel,wardrobe,china_cabinet,wardrobe,False,False,False
39-19,18,snail,muzzle,Indian_elephant,Indian_elephant,clog,False,False,False
40-0,18,spider,custard_apple,custard_apple,barn_spider,barn_spider,True,False,False
40-1,18,woman,orangutan,orangutan,orangutan,orangutan,True,True,True
40-2,18,oak_tree,fox_squirrel,fox_squirrel,fox_squirrel,planetarium,True,True,False
40-3,18,girl,macaque,macaque,macaque,macaque,True,True,True
40-4,18,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
40-5,18,bear,sloth_bear,American_black_bear,sloth_bear,American_black_bear,False,True,False
40-6,18,shrew,dugong,dugong,Walker_hound,dugong,True,False,True
40-7,18,road,worm_fence,lakeside,lakeside,lakeside,False,False,False
40-8,18,porcupine,platypus,platypus,platypus,platypus,True,True,True
40-9,18,table,shoji,shoji,fire_screen,shoji,True,False,True
40-10,18,house,moving_van,moving_van,moving_van,moving_van,True,True,True
40-11,18,leopard,leopard,leopard,leopard,leopard,True,True,True
40-12,18,whale,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
40-13,18,lizard,banded_gecko,banded_gecko,banded_gecko,banded_gecko,True,True,True
40-14,18,streetcar,moving_van,moving_van,moving_van,moving_van,True,True,True
40-15,18,turtle,tick,tick,tick,tick,True,True,True
40-16,18,maple_tree,screen,screen,screen,screen,True,True,True
40-17,18,orchid,velvet,velvet,velvet,velvet,True,True,True
40-18,18,mushroom,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,True,True,True
40-19,18,orchid,lesser_panda,langur,lesser_panda,langur,False,True,False
41-0,18,bottle,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
41-1,18,sea,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
41-2,18,snake,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
41-3,18,beaver,fox_squirrel,lion,fox_squirrel,pedestal,False,True,False
41-4,18,mushroom,lesser_panda,polecat,lesser_panda,polecat,False,True,False
41-5,18,tank,African_hunting_dog,African_hunting_dog,African_hunting_dog,African_hunting_dog,True,True,True
41-6,18,wardrobe,chiffonier,chiffonier,chiffonier,chiffonier,True,True,True
41-7,18,ray,dugong,dugong,dugong,dugong,True,True,True
41-8,18,kangaroo,platypus,langur,langur,langur,False,False,False
41-9,18,lawn_mower,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
41-10,18,pine_tree,sloth_bear,fox_squirrel,fox_squirrel,fox_squirrel,False,False,False
41-11,18,tiger,coyote,coyote,EntleBucher,coyote,True,False,True
41-12,18,rabbit,guinea_pig,guinea_pig,fox_squirrel,guinea_pig,True,False,True
41-13,18,butterfly,Windsor_tie,Windsor_tie,whiskey_jug,whiskey_jug,True,False,False
41-14,18,couch,plunger,plunger,plunger,plunger,True,True,True
41-15,18,rocket,space_shuttle,space_shuttle,space_shuttle,space_shuttle,True,True,True
41-16,18,leopard,leopard,leopard,leopard,leopard,True,True,True
41-17,18,lion,lion,lion,lion,lion,True,True,True
41-18,18,crocodile,dugong,dugong,dugong,dugong,True,True,True
41-19,18,worm,ocarina,ocarina,chiffonier,ocarina,True,False,True
42-0,18,snail,snail,snail,three-toed_sloth,snail,True,False,True
42-1,18,caterpillar,common_newt,common_newt,common_newt,common_newt,True,True,True
42-2,18,ray,dugong,dugong,dugong,dugong,True,True,True
42-3,18,castle,thresher,bulletproof_vest,bulletproof_vest,bulletproof_vest,False,False,False
42-4,18,trout,ocarina,ocarina,common_newt,common_newt,True,False,False
42-5,18,dolphin,grey_whale,grey_whale,sorrel,grey_whale,True,False,True
42-6,18,pear,whiskey_jug,whiskey_jug,honeycomb,whiskey_jug,True,False,True
42-7,18,bowl,ping-pong_ball,ping-pong_ball,ping-pong_ball,ping-pong_ball,True,True,True
42-8,18,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
42-9,18,keyboard,space_bar,space_bar,space_bar,space_bar,True,True,True
42-10,18,worm,nematode,nematode,nematode,nematode,True,True,True
42-11,18,train,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
42-12,18,palm_tree,milk_can,milk_can,milk_can,milk_can,True,True,True
42-13,18,tractor,thresher,thresher,thresher,thresher,True,True,True
42-14,18,plate,barometer,barometer,barometer,barometer,True,True,True
42-15,18,chair,folding_chair,folding_chair,folding_chair,folding_chair,True,True,True
42-16,18,lion,lion,lion,lion,lion,True,True,True
42-17,18,trout,sorrel,sorrel,sorrel,red_wolf,True,True,False
42-18,18,baby,diaper,diaper,diaper,diaper,True,True,True
42-19,18,orange,orange,orange,ping-pong_ball,orange,True,False,True
43-0,18,mountain,milk_can,milk_can,rock_beauty,planetarium,True,False,False
43-1,18,boy,packet,packet,packet,packet,True,True,True
43-2,18,rose,strawberry,strawberry,strawberry,strawberry,True,True,True
43-3,18,plate,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
43-4,18,baby,can_opener,can_opener,pedestal,can_opener,True,False,True
43-5,18,castle,oil_filter,oil_filter,oil_filter,planetarium,True,True,False
43-6,18,cup,spatula,sunscreen,lotion,sunscreen,False,False,False
43-7,18,pine_tree,moving_van,moving_van,affenpinscher,affenpinscher,True,False,False
43-8,18,caterpillar,vine_snake,vine_snake,vine_snake,vine_snake,True,True,True
43-9,18,rocket,plunger,plunger,plunger,projectile,True,True,False
43-10,18,hamster,guinea_pig,guinea_pig,guinea_pig,guinea_pig,True,True,True
43-11,18,tulip,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,True,True,True
43-12,18,bowl,pedestal,pedestal,pedestal,pedestal,True,True,True
43-13,18,crocodile,platypus,platypus,platypus,platypus,True,True,True
43-14,18,forest,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
43-15,18,crab,platypus,platypus,platypus,platypus,True,True,True
43-16,18,shrew,fox_squirrel,fox_squirrel,spider_monkey,fox_squirrel,True,False,True
43-17,18,clock,barometer,barometer,barometer,barometer,True,True,True
43-18,18,skyscraper,can_opener,can_opener,can_opener,milk_can,True,True,False
43-19,18,bicycle,bicycle-built-for-two,bicycle-built-for-two,bicycle-built-for-two,bicycle-built-for-two,True,True,True
44-0,18,plate,barometer,barometer,nematode,barometer,True,False,True
44-1,18,plate,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
44-2,18,skyscraper,desktop_computer,desktop_computer,desktop_computer,desktop_computer,True,True,True
44-3,18,elephant,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
44-4,18,elephant,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
44-5,18,man,langur,langur,langur,bulletproof_vest,True,True,False
44-6,18,camel,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,True,True,True
44-7,18,orchid,maraca,maraca,maraca,maraca,True,True,True
44-8,18,can,can_opener,punching_bag,punching_bag,punching_bag,False,False,False
44-9,18,table,tobacco_shop,tobacco_shop,tobacco_shop,tobacco_shop,True,True,True
44-10,18,girl,English_foxhound,Windsor_tie,Walker_hound,Windsor_tie,False,False,False
44-11,18,seal,ice_bear,ice_bear,fox_squirrel,ice_bear,True,False,True
44-12,18,orchid,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,True,True,True
44-13,18,girl,panpipe,panpipe,panpipe,panpipe,True,True,True
44-14,18,cup,cocktail_shaker,cocktail_shaker,cocktail_shaker,cocktail_shaker,True,True,True
44-15,18,plain,rapeseed,slide_rule,slide_rule,rapeseed,False,False,True
44-16,18,cloud,grey_whale,grey_whale,ice_bear,grey_whale,True,False,True
44-17,18,wardrobe,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
44-18,18,leopard,leopard,leopard,leopard,cheetah,True,True,False
44-19,18,tank,milk_can,milk_can,milk_can,milk_can,True,True,True
45-0,18,poppy,Dandie_Dinmont,Dandie_Dinmont,Dandie_Dinmont,chow,True,True,False
45-1,18,cockroach,tick,tick,isopod,ant,True,False,False
45-2,18,chimpanzee,chimpanzee,chimpanzee,chimpanzee,chimpanzee,True,True,True
45-3,18,plate,face_powder,face_powder,face_powder,face_powder,True,True,True
45-4,18,flatfish,gong,gong,gong,gong,True,True,True
45-5,18,bear,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
45-6,18,bicycle,thresher,thresher,thresher,thresher,True,True,True
45-7,18,apple,hip,hip,hip,hip,True,True,True
45-8,18,skyscraper,yawl,yawl,yawl,yawl,True,True,True
45-9,18,tulip,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
45-10,18,elephant,patas,patas,patas,patas,True,True,True
45-11,18,orange,maraca,maraca,ping-pong_ball,maraca,True,False,True
45-12,18,willow_tree,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
45-13,18,bear,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
45-14,18,snake,rock_python,rock_python,sidewinder,rock_python,True,False,True
45-15,18,telephone,cassette_player,cassette_player,cassette_player,cassette_player,True,True,True
45-16,18,snake,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
45-17,18,lawn_mower,safety_pin,safety_pin,safety_pin,safety_pin,True,True,True
45-18,18,couch,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
45-19,18,bicycle,clog,clog,clog,clog,True,True,True
46-0,18,orchid,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,True,True,True
46-1,18,shrew,limpkin,limpkin,limpkin,limpkin,True,True,True
46-2,18,poppy,stinkhorn,stinkhorn,stinkhorn,stinkhorn,True,True,True
46-3,18,man,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
46-4,18,bear,Border_collie,Border_collie,Border_collie,Border_collie,True,True,True
46-5,18,tractor,thresher,thresher,thresher,thresher,True,True,True
46-6,18,spider,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
46-7,18,tractor,chain_saw,chain_saw,chain_saw,bearskin,True,True,False
46-8,18,chimpanzee,siamang,siamang,cassette_player,cassette_player,True,False,False
46-9,18,train,langur,toy_terrier,toy_terrier,langur,False,False,True
46-10,18,chair,folding_chair,folding_chair,folding_chair,folding_chair,True,True,True
46-11,18,orchid,frying_pan,goldfish,goldfish,goldfish,False,False,False
46-12,18,plate,face_powder,face_powder,face_powder,face_powder,True,True,True
46-13,18,bed,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
46-14,18,bear,ice_bear,ice_bear,ice_bear,ice_bear,True,True,True
46-15,18,orange,croquet_ball,ping-pong_ball,ping-pong_ball,ping-pong_ball,False,False,False
46-16,18,ray,platypus,platypus,dugong,platypus,True,False,True
46-17,18,forest,shoji,shoji,shoji,shoji,True,True,True
46-18,18,beetle,barn_spider,barn_spider,dugong,barn_spider,True,False,True
46-19,18,lobster,American_lobster,American_lobster,American_lobster,American_lobster,True,True,True
47-0,18,bicycle,Madagascar_cat,Madagascar_cat,Madagascar_cat,Madagascar_cat,True,True,True
47-1,18,chimpanzee,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
47-2,18,rocket,projectile,space_shuttle,projectile,space_shuttle,False,True,False
47-3,18,skunk,skunk,skunk,skunk,skunk,True,True,True
47-4,18,table,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
47-5,18,orange,ping-pong_ball,ping-pong_ball,ping-pong_ball,ping-pong_ball,True,True,True
47-6,18,oak_tree,thresher,thresher,thresher,thresher,True,True,True
47-7,18,cloud,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
47-8,18,fox,kit_fox,red_fox,red_fox,kit_fox,False,False,True
47-9,18,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
47-10,18,beetle,ant,ant,ant,ant,True,True,True
47-11,18,dolphin,killer_whale,killer_whale,killer_whale,killer_whale,True,True,True
47-12,18,dinosaur,panpipe,panpipe,panpipe,panpipe,True,True,True
47-13,18,cockroach,isopod,isopod,ant,isopod,True,False,True
47-14,18,baby,langur,langur,langur,langur,True,True,True
47-15,18,skunk,knee_pad,skunk,skunk,skunk,False,False,False
47-16,18,wardrobe,entertainment_center,entertainment_center,entertainment_center,entertainment_center,True,True,True
47-17,18,castle,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
47-18,18,chair,plate_rack,plate_rack,plate_rack,folding_chair,True,True,False
47-19,18,mountain,Windsor_tie,Windsor_tie,grey_whale,Windsor_tie,True,False,True
48-0,18,mountain,grey_whale,dugong,grey_whale,dugong,False,True,False
48-1,18,wardrobe,chiffonier,chiffonier,chiffonier,chiffonier,True,True,True
48-2,18,butterfly,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
48-3,18,beetle,prayer_rug,prayer_rug,prayer_rug,prayer_rug,True,True,True
48-4,18,seal,polecat,polecat,Australian_terrier,Australian_terrier,True,False,False
48-5,18,camel,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,True,True,True
48-6,18,shrew,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
48-7,18,aquarium_fish,chambered_nautilus,chambered_nautilus,chambered_nautilus,chambered_nautilus,True,True,True
48-8,18,turtle,dugong,dugong,dugong,dugong,True,True,True
48-9,18,elephant,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
48-10,18,rocket,milk_can,milk_can,projectile,milk_can,True,False,True
48-11,18,cockroach,cleaver,cleaver,cleaver,cleaver,True,True,True
48-12,18,turtle,dugong,dugong,dugong,dugong,True,True,True
48-13,18,pine_tree,screen,screen,screen,screen,True,True,True
48-14,18,butterfly,cradle,cradle,cradle,plane,True,True,False
48-15,18,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
48-16,18,cockroach,tick,tick,tick,tick,True,True,True
48-17,18,poppy,packet,packet,packet,packet,True,True,True
48-18,18,oak_tree,worm_fence,worm_fence,Kerry_blue_terrier,worm_fence,True,False,True
48-19,18,road,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,True,True,True
49-0,18,mouse,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
49-1,18,crocodile,polecat,malamute,malamute,polecat,False,False,True
49-2,18,tractor,thresher,thresher,thresher,thresher,True,True,True
49-3,18,bicycle,barometer,magnetic_compass,barometer,magnetic_compass,False,True,False
49-4,18,plain,lion,lion,lion,lion,True,True,True
49-5,18,television,screen,screen,screen,screen,True,True,True
49-6,18,possum,chiffonier,chiffonier,thresher,chiffonier,True,False,True
49-7,18,plate,plate_rack,plate_rack,barometer,plate_rack,True,False,True
49-8,18,tulip,pick,pick,pick,pick,True,True,True
49-9,18,orange,analog_clock,analog_clock,analog_clock,analog_clock,True,True,True
49-10,18,baby,face_powder,face_powder,face_powder,face_powder,True,True,True
49-11,18,bear,tusker,tusker,tusker,tusker,True,True,True
49-12,18,bicycle,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
49-13,18,butterfly,siamang,siamang,curly-coated_retriever,siamang,True,False,True
49-14,18,keyboard,whistle,whistle,whistle,whistle,True,True,True
49-15,18,mushroom,sidewinder,sidewinder,sidewinder,sidewinder,True,True,True
49-16,18,possum,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
49-17,18,bee,daisy,rock_beauty,rock_beauty,rock_beauty,False,False,False
49-18,18,bear,ice_bear,ice_bear,ice_bear,ice_bear,True,True,True
49-19,18,house,mobile_home,mobile_home,mobile_home,mobile_home,True,True,True
50-0,18,kangaroo,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
50-1,18,mountain,lakeside,lakeside,worm_fence,lakeside,True,False,True
50-2,18,willow_tree,worm_fence,worm_fence,hartebeest,worm_fence,True,False,True
50-3,18,rose,velvet,velvet,velvet,velvet,True,True,True
50-4,18,snail,limpkin,German_short-haired_pointer,three-toed_sloth,German_short-haired_pointer,False,False,False
50-5,18,clock,combination_lock,combination_lock,combination_lock,combination_lock,True,True,True
50-6,18,skyscraper,spatula,spatula,spatula,spatula,True,True,True
50-7,18,elephant,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
50-8,18,clock,gong,gong,gong,gong,True,True,True
50-9,18,bicycle,yawl,yawl,thresher,yawl,True,False,True
50-10,18,streetcar,thresher,thresher,thresher,thresher,True,True,True
50-11,18,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
50-12,18,tank,amphibian,amphibian,amphibian,amphibian,True,True,True
50-13,18,turtle,dugong,dugong,dugong,dugong,True,True,True
50-14,18,snail,orangutan,orangutan,orangutan,orangutan,True,True,True
50-15,18,hamster,drum,drum,drum,drum,True,True,True
50-16,18,caterpillar,corn,corn,corn,isopod,True,True,False
50-17,18,cloud,velvet,velvet,black_grouse,velvet,True,False,True
50-18,18,spider,barn_spider,barn_spider,barn_spider,barn_spider,True,True,True
50-19,18,skunk,skunk,skunk,skunk,skunk,True,True,True
0-0,19,baby,milk_can,milk_can,Japanese_spaniel,milk_can,True,False,True
0-1,19,television,moving_van,moving_van,moving_van,moving_van,True,True,True
0-2,19,shrew,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
0-3,19,orchid,velvet,velvet,velvet,velvet,True,True,True
0-4,19,bus,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
0-5,19,orange,nipple,nipple,nipple,nipple,True,True,True
0-6,19,ray,rock_beauty,muzzle,muzzle,muzzle,False,False,False
0-7,19,lizard,lion,lion,patas,lion,True,False,True
0-8,19,otter,espresso_maker,espresso_maker,espresso_maker,espresso_maker,True,True,True
0-9,19,wolf,timber_wolf,timber_wolf,timber_wolf,timber_wolf,True,True,True
0-10,19,dolphin,killer_whale,killer_whale,killer_whale,killer_whale,True,True,True
0-11,19,bottle,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
0-12,19,tractor,thresher,thresher,thresher,thresher,True,True,True
0-13,19,camel,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,True,True,True
0-14,19,bowl,consomme,gong,consomme,consomme,False,True,True
0-15,19,oak_tree,lakeside,lakeside,lakeside,lakeside,True,True,True
0-16,19,plate,barometer,barometer,loupe,barometer,True,False,True
0-17,19,dolphin,dugong,dugong,dugong,dugong,True,True,True
0-18,19,kangaroo,kit_fox,kit_fox,kit_fox,kit_fox,True,True,True
0-19,19,seal,dugong,dugong,dugong,dugong,True,True,True
1-0,19,crab,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
1-1,19,lamp,oil_filter,oil_filter,oil_filter,oil_filter,True,True,True
1-2,19,forest,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
1-3,19,maple_tree,gyromitra,rotisserie,gyromitra,rotisserie,False,True,False
1-4,19,orange,lemon,lemon,lemon,lemon,True,True,True
1-5,19,seal,marmoset,marmoset,marmoset,marmoset,True,True,True
1-6,19,leopard,lion,lion,lion,lion,True,True,True
1-7,19,lawn_mower,thresher,thresher,thresher,thresher,True,True,True
1-8,19,pear,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,True,True,True
1-9,19,caterpillar,lesser_panda,lesser_panda,lesser_panda,lesser_panda,True,True,True
1-10,19,whale,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
1-11,19,spider,barn_spider,barn_spider,barn_spider,barn_spider,True,True,True
1-12,19,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
1-13,19,wolf,Norwegian_elkhound,Norwegian_elkhound,keeshond,sweatshirt,True,False,False
1-14,19,plain,dugong,rapeseed,dugong,rapeseed,False,True,False
1-15,19,clock,screen,screen,desktop_computer,screen,True,False,True
1-16,19,tractor,packet,packet,barrel,packet,True,False,True
1-17,19,bus,moving_van,moving_van,moving_van,moving_van,True,True,True
1-18,19,otter,Indian_elephant,Indian_elephant,polecat,Indian_elephant,True,False,True
1-19,19,orange,orange,orange,orange,orange,True,True,True
2-0,19,table,redshank,redshank,redshank,hourglass,True,True,False
2-1,19,beaver,sloth_bear,sloth_bear,Indian_elephant,sloth_bear,True,False,True
2-2,19,possum,platypus,platypus,sloth_bear,platypus,True,False,True
2-3,19,shark,nematode,nematode,nematode,tick,True,True,False
2-4,19,tractor,thresher,thresher,thresher,thresher,True,True,True
2-5,19,oak_tree,thresher,thresher,thresher,thresher,True,True,True
2-6,19,plain,hartebeest,hartebeest,hartebeest,hartebeest,True,True,True
2-7,19,skyscraper,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
2-8,19,spider,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
2-9,19,turtle,dugong,dugong,fox_squirrel,dugong,True,False,True
2-10,19,tank,milk_can,milk_can,milk_can,milk_can,True,True,True
2-11,19,bee,muzzle,muzzle,muzzle,muzzle,True,True,True
2-12,19,butterfly,drum,drum,drum,gong,True,True,False
2-13,19,dolphin,triceratops,triceratops,red-breasted_merganser,triceratops,True,False,True
2-14,19,lobster,triceratops,triceratops,toy_terrier,triceratops,True,False,True
2-15,19,kangaroo,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,True,True,True
2-16,19,spider,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
2-17,19,couch,studio_couch,studio_couch,plate_rack,studio_couch,True,False,True
2-18,19,train,passenger_car,passenger_car,passenger_car,passenger_car,True,True,True
2-19,19,tiger,lion,lion,tiger,lion,True,False,True
3-0,19,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
3-1,19,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
3-2,19,spider,barn_spider,barn_spider,barn_spider,barn_spider,True,True,True
3-3,19,streetcar,container_ship,container_ship,container_ship,container_ship,True,True,True
3-4,19,orange,ping-pong_ball,ping-pong_ball,ping-pong_ball,ping-pong_ball,True,True,True
3-5,19,skyscraper,container_ship,container_ship,oil_filter,container_ship,True,False,True
3-6,19,raccoon,German_short-haired_pointer,German_short-haired_pointer,German_short-haired_pointer,spider_monkey,True,True,False
3-7,19,road,hourglass,hourglass,hourglass,worm_fence,True,True,False
3-8,19,tractor,thresher,thresher,thresher,thresher,True,True,True
3-9,19,lamp,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
3-10,19,bed,plate_rack,plate_rack,plate_rack,plate_rack,True,True,True
3-11,19,pine_tree,lakeside,lakeside,lakeside,lakeside,True,True,True
3-12,19,sunflower,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
3-13,19,plain,golf_ball,golf_ball,golf_ball,golf_ball,True,True,True
3-14,19,tank,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
3-15,19,seal,langur,langur,langur,langur,True,True,True
3-16,19,aquarium_fish,goldfish,goldfish,goldfish,goldfish,True,True,True
3-17,19,fox,patas,patas,patas,patas,True,True,True
3-18,19,spider,cloak,cloak,cloak,cloak,True,True,True
3-19,19,poppy,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
4-0,19,can,panpipe,panpipe,barrel,panpipe,True,False,True
4-1,19,oak_tree,planetarium,worm_fence,planetarium,worm_fence,False,True,False
4-2,19,forest,screen,lakeside,lakeside,lakeside,False,False,False
4-3,19,baby,neck_brace,neck_brace,neck_brace,neck_brace,True,True,True
4-4,19,chimpanzee,chimpanzee,chimpanzee,chimpanzee,chimpanzee,True,True,True
4-5,19,worm,nematode,nematode,nematode,nematode,True,True,True
4-6,19,turtle,custard_apple,custard_apple,custard_apple,custard_apple,True,True,True
4-7,19,beaver,fox_squirrel,fox_squirrel,polecat,fox_squirrel,True,False,True
4-8,19,beaver,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
4-9,19,couch,studio_couch,studio_couch,studio_couch,studio_couch,True,True,True
4-10,19,cockroach,ant,ant,ant,ant,True,True,True
4-11,19,rose,velvet,velvet,velvet,velvet,True,True,True
4-12,19,orchid,vine_snake,vine_snake,rock_beauty,vine_snake,True,False,True
4-13,19,motorcycle,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
4-14,19,maple_tree,worm_fence,worm_fence,milk_can,worm_fence,True,False,True
4-15,19,mouse,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
4-16,19,shrew,pedestal,pedestal,Indian_elephant,whiskey_jug,True,False,False
4-17,19,lobster,chiffonier,chiffonier,prayer_rug,chiffonier,True,False,True
4-18,19,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
4-19,19,hamster,guinea_pig,guinea_pig,guinea_pig,hamster,True,True,False
5-0,19,turtle,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
5-1,19,lawn_mower,thresher,thresher,thresher,thresher,True,True,True
5-2,19,hamster,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,True,True,True
5-3,19,tiger,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,True,True,True
5-4,19,kangaroo,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
5-5,19,leopard,leopard,leopard,leopard,leopard,True,True,True
5-6,19,aquarium_fish,bluetick,bluetick,bluetick,bluetick,True,True,True
5-7,19,couch,bearskin,bearskin,bearskin,bearskin,True,True,True
5-8,19,ray,dugong,dugong,redbone,dugong,True,False,True
5-9,19,crocodile,tick,tick,eggnog,tick,True,False,True
5-10,19,lobster,isopod,isopod,isopod,isopod,True,True,True
5-11,19,sea,seashore,seashore,seashore,seashore,True,True,True
5-12,19,pine_tree,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
5-13,19,tractor,thresher,thresher,thresher,thresher,True,True,True
5-14,19,bed,cradle,cradle,cradle,cradle,True,True,True
5-15,19,motorcycle,motor_scooter,motor_scooter,moped,motor_scooter,True,False,True
5-16,19,apple,punching_bag,punching_bag,bell_pepper,bell_pepper,True,False,False
5-17,19,aquarium_fish,goldfish,goldfish,goldfish,goldfish,True,True,True
5-18,19,worm,nematode,nematode,nematode,nematode,True,True,True
5-19,19,bowl,milk_can,milk_can,milk_can,milk_can,True,True,True
6-0,19,rabbit,wood_rabbit,wood_rabbit,hare,hare,True,False,False
